======================================================

       SIMULAÇÃO E COMPARAÇÃO DE MODELOS              

======================================================

SKU: 3_080

Excel Path: /app/Dados/m5_foods_3_080.xlsx

2026-07-28 09:06:49.379 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.440 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.501 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.562 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.666 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.727 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.788 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.849 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

2026-07-28 09:06:49.910 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 53.0

Limite Máximo de Encomenda Diária (Constrained): 53.0 un

[LOAD] A carregar Modelo A (PPO) de: /app/3_080/PPO_Limitado_3_080/ppo_constrained_final

[OK] Modelo A carregado.

[OK] Estatísticas Z-Score do Modelo A carregadas.

[LOAD] A carregar Modelo B (Agregador) de: /app/3_080/PPO_Agregador_Transition_3_080/ppo_transition_iter313

[OK] Modelo B carregado.

[OK] Estatísticas Z-Score do Modelo B carregadas.

[LOAD] A carregar Modelo Gamma 0.95 de: /app/3_080/PPO_Sem_Limites_Gamma095_3_080/ppo_completely_unconstrained_final

[OK] Modelo Gamma 0.95 carregado.

[LOAD] A carregar Modelo Gamma 0.8 de: /app/3_080/PPO_Sem_Limites_3_080/ppo_completely_unconstrained_final

[OK] Modelo Gamma 0.8 carregado.

[LOAD] A carregar Modelo Limitado Gamma 0.95 de: /app/3_080/PPO_Limitado_Gamma095_3_080/ppo_constrained_final

[OK] Modelo Limitado Gamma 0.95 carregado.

[OK] Min-Max Baseline Config: s=24, S=60

A iniciar a simulação diária comparativa...

[Dia 000] Ação Encomenda -> PPO: 000 | Agregador (Elite): 043 || Lucro Diário -> PPO: 25.2€ | Agregador: -79.1€
[Dia 019] Ação Encomenda -> PPO: 000 | Agregador (Elite): 052 || Lucro Diário -> PPO: 22.2€ | Agregador: -209.9€

[Dia 020] Ação Encomenda -> PPO: 000 | Agregador (Elite): 028 || Lucro Diário -> PPO: 26.0€ | Agregador: -77.7€

[Dia 021] Ação Encomenda -> PPO: 011 | Agregador (Elite): 028 || Lucro Diário -> PPO: -89.0€ | Agregador: -92.8€

[Dia 022] Ação Encomenda -> PPO: 011 | Agregador (Elite): 000 || Lucro Diário -> PPO: -87.5€ | Agregador: 10.9€

[Dia 023] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -72.3€ | Agregador: 30.7€

[Dia 024] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -72.0€ | Agregador: 33.1€

[Dia 025] Ação Encomenda -> PPO: 053 | Agregador (Elite): 035 || Lucro Diário -> PPO: -82.9€ | Agregador: -79.2€

[Dia 026] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 41.9€ | Agregador: 44.6€

[Dia 027] Ação Encomenda -> PPO: 019 | Agregador (Elite): 000 || Lucro Diário -> PPO: -58.8€ | Agregador: 45.7€

[Dia 028] Ação Encomenda -> PPO: 048 | Agregador (Elite): 055 || Lucro Diário -> PPO: -85.6€ | Agregador: -115.0€

[Dia 029] Ação Encomenda -> PPO: 003 | Agregador (Elite): 054 || Lucro Diário -> PPO: -82.5€ | Agregador: -84.9€

[Dia 030] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 11.8€ | Agregador: 12.4€

[Dia 031] Ação Encomenda -> PPO: 053 | Agregador (Elite): 033 || Lucro Diário -> PPO: -91.5€ | Agregador: -88.9€

[Dia 032] Ação Encomenda -> PPO: 053 | Agregador (Elite): 028 || Lucro Diário -> PPO: -99.2€ | Agregador: -86.0€

[Dia 033] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 31.8€ | Agregador: 34.0€

[Dia 034] Ação Encomenda -> PPO: 000 | Agregador (Elite): 080 || Lucro Diário -> PPO: 26.3€ | Agregador: -79.5€

[Dia 035] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -86.0€ | Agregador: 24.5€

[Dia 036] Ação Encomenda -> PPO: 050 | Agregador (Elite): 000 || Lucro Diário -> PPO: -79.1€ | Agregador: 26.8€

[Dia 037] Ação Encomenda -> PPO: 000 | Agregador (Elite): 107 || Lucro Diário -> PPO: 18.2€ | Agregador: -189.5€

[Dia 038] Ação Encomenda -> PPO: 000 | Agregador (Elite): 027 || Lucro Diário -> PPO: 0.1€ | Agregador: -91.7€

[Dia 039] Ação Encomenda -> PPO: 000 | Agregador (Elite): 130 || Lucro Diário -> PPO: -37.3€ | Agregador: -196.1€

[Dia 040] Ação Encomenda -> PPO: 000 | Agregador (Elite): 024 || Lucro Diário -> PPO: 38.0€ | Agregador: -73.8€

[Dia 041] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 27.7€ | Agregador: -28.9€

[Dia 042] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 34.9€ | Agregador: 25.7€

[Dia 043] Ação Encomenda -> PPO: 000 | Agregador (Elite): 024 || Lucro Diário -> PPO: -25.3€ | Agregador: -93.6€

[Dia 044] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -116.4€ | Agregador: -96.7€

[Dia 045] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 23.8€ | Agregador: 0.8€

[Dia 046] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 30.9€ | Agregador: -144.1€

[Dia 047] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -91.9€ | Agregador: 48.3€

[Dia 048] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 36.8€ | Agregador: 16.2€

[Dia 049] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 21.5€ | Agregador: -13.4€

[Dia 050] Ação Encomenda -> PPO: 053 | Agregador (Elite): 020 || Lucro Diário -> PPO: -91.9€ | Agregador: -118.2€

[Dia 051] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -89.6€ | Agregador: 17.0€

[Dia 052] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 14.0€ | Agregador: 5.5€

[Dia 053] Ação Encomenda -> PPO: 000 | Agregador (Elite): 003 || Lucro Diário -> PPO: 29.0€ | Agregador: -116.1€

[Dia 054] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -70.6€ | Agregador: -11.1€

[Dia 055] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 36.7€ | Agregador: -17.8€

[Dia 056] Ação Encomenda -> PPO: 031 | Agregador (Elite): 066 || Lucro Diário -> PPO: -88.0€ | Agregador: -118.8€

[Dia 057] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 25.6€ | Agregador: 26.5€

[Dia 058] Ação Encomenda -> PPO: 053 | Agregador (Elite): 096 || Lucro Diário -> PPO: -79.0€ | Agregador: -82.4€

[Dia 059] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -85.2€ | Agregador: 19.3€

[Dia 060] Ação Encomenda -> PPO: 053 | Agregador (Elite): 037 || Lucro Diário -> PPO: -88.4€ | Agregador: -85.5€

[Dia 061] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -65.6€ | Agregador: 41.6€

[Dia 062] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 29.0€ | Agregador: 33.1€

[Dia 063] Ação Encomenda -> PPO: 000 | Agregador (Elite): 031 || Lucro Diário -> PPO: 13.7€ | Agregador: -85.3€

[Dia 064] Ação Encomenda -> PPO: 053 | Agregador (Elite): 008 || Lucro Diário -> PPO: -83.0€ | Agregador: -97.2€

[Dia 065] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -89.2€ | Agregador: 21.3€

[Dia 066] Ação Encomenda -> PPO: 000 | Agregador (Elite): 046 || Lucro Diário -> PPO: -99.6€ | Agregador: -99.8€

[Dia 067] Ação Encomenda -> PPO: 020 | Agregador (Elite): 000 || Lucro Diário -> PPO: -126.8€ | Agregador: 29.0€

[Dia 068] Ação Encomenda -> PPO: 000 | Agregador (Elite): 022 || Lucro Diário -> PPO: 41.9€ | Agregador: -57.8€

[Dia 069] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -75.2€ | Agregador: 31.7€

[Dia 070] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 15.9€ | Agregador: 19.6€

[Dia 071] Ação Encomenda -> PPO: 000 | Agregador (Elite): 040 || Lucro Diário -> PPO: -39.3€ | Agregador: -88.8€

[Dia 072] Ação Encomenda -> PPO: 044 | Agregador (Elite): 057 || Lucro Diário -> PPO: -84.6€ | Agregador: -85.2€

[Dia 073] Ação Encomenda -> PPO: 053 | Agregador (Elite): 032 || Lucro Diário -> PPO: -94.8€ | Agregador: -92.5€

[Dia 074] Ação Encomenda -> PPO: 012 | Agregador (Elite): 000 || Lucro Diário -> PPO: -82.8€ | Agregador: 19.5€

[Dia 075] Ação Encomenda -> PPO: 053 | Agregador (Elite): 027 || Lucro Diário -> PPO: -73.3€ | Agregador: -59.9€

[Dia 076] Ação Encomenda -> PPO: 053 | Agregador (Elite): 070 || Lucro Diário -> PPO: -82.6€ | Agregador: -82.0€

[Dia 077] Ação Encomenda -> PPO: 053 | Agregador (Elite): 061 || Lucro Diário -> PPO: -93.7€ | Agregador: -92.9€

[Dia 078] Ação Encomenda -> PPO: 037 | Agregador (Elite): 047 || Lucro Diário -> PPO: -76.0€ | Agregador: -75.6€

[Dia 079] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -154.7€ | Agregador: -16.1€

[Dia 080] Ação Encomenda -> PPO: 016 | Agregador (Elite): 000 || Lucro Diário -> PPO: -89.4€ | Agregador: 14.5€

[Dia 081] Ação Encomenda -> PPO: 000 | Agregador (Elite): 067 || Lucro Diário -> PPO: -25.9€ | Agregador: -81.9€

[Dia 082] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -4.8€ | Agregador: -21.2€

[Dia 083] Ação Encomenda -> PPO: 053 | Agregador (Elite): 027 || Lucro Diário -> PPO: -104.8€ | Agregador: -115.2€

[Dia 084] Ação Encomenda -> PPO: 000 | Agregador (Elite): 105 || Lucro Diário -> PPO: -6.5€ | Agregador: -231.6€

[Dia 085] Ação Encomenda -> PPO: 053 | Agregador (Elite): 044 || Lucro Diário -> PPO: -109.6€ | Agregador: -70.2€

[Dia 086] Ação Encomenda -> PPO: 000 | Agregador (Elite): 057 || Lucro Diário -> PPO: 17.9€ | Agregador: -90.1€

[Dia 087] Ação Encomenda -> PPO: 010 | Agregador (Elite): 063 || Lucro Diário -> PPO: -66.4€ | Agregador: -80.9€

[Dia 088] Ação Encomenda -> PPO: 047 | Agregador (Elite): 000 || Lucro Diário -> PPO: -53.3€ | Agregador: 43.2€

[Dia 089] Ação Encomenda -> PPO: 000 | Agregador (Elite): 019 || Lucro Diário -> PPO: 28.2€ | Agregador: -80.0€

[Dia 090] Ação Encomenda -> PPO: 035 | Agregador (Elite): 042 || Lucro Diário -> PPO: -59.9€ | Agregador: -143.1€

[Dia 091] Ação Encomenda -> PPO: 000 | Agregador (Elite): 043 || Lucro Diário -> PPO: 14.2€ | Agregador: -146.3€

[Dia 092] Ação Encomenda -> PPO: 000 | Agregador (Elite): 070 || Lucro Diário -> PPO: 19.5€ | Agregador: -159.5€

[Dia 093] Ação Encomenda -> PPO: 000 | Agregador (Elite): 008 || Lucro Diário -> PPO: 18.4€ | Agregador: -166.2€

[Dia 094] Ação Encomenda -> PPO: 053 | Agregador (Elite): 058 || Lucro Diário -> PPO: -109.9€ | Agregador: -100.1€

[Dia 095] Ação Encomenda -> PPO: 000 | Agregador (Elite): 065 || Lucro Diário -> PPO: 24.0€ | Agregador: -88.2€

[Dia 096] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 32.8€ | Agregador: 2.9€

[Dia 097] Ação Encomenda -> PPO: 000 | Agregador (Elite): 054 || Lucro Diário -> PPO: 27.2€ | Agregador: -124.5€

[Dia 098] Ação Encomenda -> PPO: 040 | Agregador (Elite): 000 || Lucro Diário -> PPO: -93.9€ | Agregador: -95.9€

[Dia 099] Ação Encomenda -> PPO: 000 | Agregador (Elite): 060 || Lucro Diário -> PPO: 42.8€ | Agregador: -68.0€

[Dia 100] Ação Encomenda -> PPO: 000 | Agregador (Elite): 028 || Lucro Diário -> PPO: 13.1€ | Agregador: -141.6€

[Dia 101] Ação Encomenda -> PPO: 000 | Agregador (Elite): 013 || Lucro Diário -> PPO: 21.6€ | Agregador: -165.4€

[Dia 102] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 17.3€ | Agregador: 11.6€

[Dia 103] Ação Encomenda -> PPO: 000 | Agregador (Elite): 003 || Lucro Diário -> PPO: -14.6€ | Agregador: -87.0€

[Dia 104] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -14.6€ | Agregador: 23.4€

[Dia 105] Ação Encomenda -> PPO: 000 | Agregador (Elite): 030 || Lucro Diário -> PPO: -15.0€ | Agregador: -115.8€

[Dia 106] Ação Encomenda -> PPO: 000 | Agregador (Elite): 056 || Lucro Diário -> PPO: -14.2€ | Agregador: -121.1€

[Dia 107] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -123.9€ | Agregador: 40.2€

[Dia 108] Ação Encomenda -> PPO: 000 | Agregador (Elite): 007 || Lucro Diário -> PPO: 44.9€ | Agregador: -56.2€

[Dia 109] Ação Encomenda -> PPO: 000 | Agregador (Elite): 042 || Lucro Diário -> PPO: 12.0€ | Agregador: -131.3€

[Dia 110] Ação Encomenda -> PPO: 053 | Agregador (Elite): 031 || Lucro Diário -> PPO: -87.7€ | Agregador: -74.1€

[Dia 111] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -55.8€ | Agregador: 49.1€

[Dia 112] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 19.3€ | Agregador: 21.1€

[Dia 113] Ação Encomenda -> PPO: 053 | Agregador (Elite): 072 || Lucro Diário -> PPO: -80.3€ | Agregador: -80.4€

[Dia 114] Ação Encomenda -> PPO: 053 | Agregador (Elite): 008 || Lucro Diário -> PPO: -69.7€ | Agregador: -64.2€

[Dia 115] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -84.7€ | Agregador: 23.4€

[Dia 116] Ação Encomenda -> PPO: 053 | Agregador (Elite): 021 || Lucro Diário -> PPO: -63.9€ | Agregador: -55.7€

[Dia 117] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -56.3€ | Agregador: 55.2€

[Dia 118] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -51.9€ | Agregador: -13.0€

[Dia 119] Ação Encomenda -> PPO: 000 | Agregador (Elite): 049 || Lucro Diário -> PPO: 9.7€ | Agregador: -117.9€

[Dia 120] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -79.7€ | Agregador: 32.4€

[Dia 121] Ação Encomenda -> PPO: 000 | Agregador (Elite): 025 || Lucro Diário -> PPO: -8.5€ | Agregador: -69.3€

[Dia 122] Ação Encomenda -> PPO: 000 | Agregador (Elite): 015 || Lucro Diário -> PPO: -41.6€ | Agregador: -75.3€

[Dia 123] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -154.9€ | Agregador: 21.0€

[Dia 124] Ação Encomenda -> PPO: 000 | Agregador (Elite): 009 || Lucro Diário -> PPO: 4.2€ | Agregador: -79.5€

[Dia 125] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -61.4€ | Agregador: -1.3€

[Dia 126] Ação Encomenda -> PPO: 053 | Agregador (Elite): 044 || Lucro Diário -> PPO: -114.6€ | Agregador: -117.4€

[Dia 127] Ação Encomenda -> PPO: 053 | Agregador (Elite): 004 || Lucro Diário -> PPO: -85.9€ | Agregador: -76.4€

[Dia 128] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -94.3€ | Agregador: 17.6€

[Dia 129] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -98.7€ | Agregador: 30.1€

[Dia 130] Ação Encomenda -> PPO: 053 | Agregador (Elite): 032 || Lucro Diário -> PPO: -83.2€ | Agregador: -111.2€

[Dia 131] Ação Encomenda -> PPO: 000 | Agregador (Elite): 042 || Lucro Diário -> PPO: -3.9€ | Agregador: -72.8€

[Dia 132] Ação Encomenda -> PPO: 000 | Agregador (Elite): 025 || Lucro Diário -> PPO: -16.9€ | Agregador: -63.4€

[Dia 133] Ação Encomenda -> PPO: 053 | Agregador (Elite): 067 || Lucro Diário -> PPO: -133.5€ | Agregador: -74.5€

[Dia 134] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -150.3€ | Agregador: 21.7€

[Dia 135] Ação Encomenda -> PPO: 017 | Agregador (Elite): 000 || Lucro Diário -> PPO: -166.9€ | Agregador: 12.0€

[Dia 136] Ação Encomenda -> PPO: 045 | Agregador (Elite): 000 || Lucro Diário -> PPO: -134.6€ | Agregador: 29.5€

[Dia 137] Ação Encomenda -> PPO: 053 | Agregador (Elite): 032 || Lucro Diário -> PPO: -72.5€ | Agregador: -66.0€

[Dia 138] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -68.3€ | Agregador: 30.6€

[Dia 139] Ação Encomenda -> PPO: 000 | Agregador (Elite): 144 || Lucro Diário -> PPO: -39.6€ | Agregador: -172.7€

[Dia 140] Ação Encomenda -> PPO: 053 | Agregador (Elite): 040 || Lucro Diário -> PPO: -151.5€ | Agregador: -92.8€

[Dia 141] Ação Encomenda -> PPO: 000 | Agregador (Elite): 053 || Lucro Diário -> PPO: 29.8€ | Agregador: -76.4€

[Dia 142] Ação Encomenda -> PPO: 000 | Agregador (Elite): 059 || Lucro Diário -> PPO: -11.0€ | Agregador: -90.3€

[Dia 143] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -139.3€ | Agregador: 18.9€

[Dia 144] Ação Encomenda -> PPO: 053 | Agregador (Elite): 025 || Lucro Diário -> PPO: -82.0€ | Agregador: -84.6€

[Dia 145] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 21.8€ | Agregador: -76.0€

[Dia 146] Ação Encomenda -> PPO: 000 | Agregador (Elite): 049 || Lucro Diário -> PPO: 34.5€ | Agregador: -100.3€

[Dia 147] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 32.0€ | Agregador: -23.8€

[Dia 148] Ação Encomenda -> PPO: 000 | Agregador (Elite): 018 || Lucro Diário -> PPO: 24.2€ | Agregador: -150.1€

[Dia 149] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 21.4€ | Agregador: 20.4€

[Dia 150] Ação Encomenda -> PPO: 036 | Agregador (Elite): 000 || Lucro Diário -> PPO: -164.1€ | Agregador: 15.8€

[Dia 151] Ação Encomenda -> PPO: 000 | Agregador (Elite): 001 || Lucro Diário -> PPO: 19.2€ | Agregador: -82.1€

[Dia 152] Ação Encomenda -> PPO: 000 | Agregador (Elite): 067 || Lucro Diário -> PPO: 31.5€ | Agregador: -85.6€

[Dia 153] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -16.4€ | Agregador: 29.2€

[Dia 154] Ação Encomenda -> PPO: 053 | Agregador (Elite): 075 || Lucro Diário -> PPO: -120.0€ | Agregador: -84.4€

[Dia 155] Ação Encomenda -> PPO: 053 | Agregador (Elite): 032 || Lucro Diário -> PPO: -78.2€ | Agregador: -79.0€

[Dia 156] Ação Encomenda -> PPO: 000 | Agregador (Elite): 031 || Lucro Diário -> PPO: 25.7€ | Agregador: -79.5€

[Dia 157] Ação Encomenda -> PPO: 000 | Agregador (Elite): 013 || Lucro Diário -> PPO: 24.6€ | Agregador: -80.0€

[Dia 158] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 33.9€ | Agregador: 30.0€

[Dia 159] Ação Encomenda -> PPO: 000 | Agregador (Elite): 030 || Lucro Diário -> PPO: 33.0€ | Agregador: -73.9€

[Dia 160] Ação Encomenda -> PPO: 000 | Agregador (Elite): 003 || Lucro Diário -> PPO: 21.8€ | Agregador: -121.3€

[Dia 161] Ação Encomenda -> PPO: 053 | Agregador (Elite): 000 || Lucro Diário -> PPO: -115.0€ | Agregador: 18.0€

[Dia 162] Ação Encomenda -> PPO: 000 | Agregador (Elite): 025 || Lucro Diário -> PPO: 27.1€ | Agregador: -131.2€

