======================================================

       SIMULAÇÃO E COMPARAÇÃO DE MODELOS              

======================================================

SKU: 3_252

Excel Path: /app/Dados/m5_foods_3_252.xlsx

2026-07-30 03:48:52.040 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.088 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.134 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.181 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.271 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.318 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.365 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.411 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

2026-07-30 03:48:52.458 | INFO     | environment_constrained:__init__:127 - Environment Constrained initialized in TESTING Mode: 777 days. Max Order Limit: 147.0

Limite Máximo de Encomenda Diária (Constrained): 147.0 un

[LOAD] A carregar Modelo A (PPO) de: /app/3_252/PPO_Limitado_3_252/ppo_constrained_final

[OK] Modelo A carregado.

[OK] Estatísticas Z-Score do Modelo A carregadas.

[LOAD] A carregar Modelo B (Agregador) de: /app/3_252/PPO_Agregador_Transition_3_252/ppo_transition_iter313

[OK] Modelo B carregado.

[OK] Estatísticas Z-Score do Modelo B carregadas.

[LOAD] A carregar Modelo Gamma 0.95 de: /app/3_252/PPO_Sem_Limites_Gamma095_3_252/ppo_completely_unconstrained_final

[OK] Modelo Gamma 0.95 carregado.

[LOAD] A carregar Modelo Gamma 0.8 de: /app/3_252/PPO_Sem_Limites_3_252/ppo_completely_unconstrained_final

[OK] Modelo Gamma 0.8 carregado.

[LOAD] A carregar Modelo Limitado Gamma 0.95 de: /app/3_252/PPO_Limitado_Gamma095_3_252/ppo_constrained_final

[OK] Modelo Limitado Gamma 0.95 carregado.

[OK] Min-Max Baseline Config: s=43, S=176

A iniciar a simulação diária comparativa...

[Dia 000] Ação Encomenda -> PPO: 038 | Agregador (Elite): 030 || Lucro Diário -> PPO: -21.2€ | Agregador: -20.4€
[Dia 019] Ação Encomenda -> PPO: 147 | Agregador (Elite): 004 || Lucro Diário -> PPO: -235.6€ | Agregador: -48.7€

[Dia 020] Ação Encomenda -> PPO: 084 | Agregador (Elite): 028 || Lucro Diário -> PPO: -51.1€ | Agregador: -96.5€

[Dia 021] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 24.7€ | Agregador: 31.3€

[Dia 022] Ação Encomenda -> PPO: 017 | Agregador (Elite): 023 || Lucro Diário -> PPO: -45.4€ | Agregador: -109.8€

[Dia 023] Ação Encomenda -> PPO: 022 | Agregador (Elite): 000 || Lucro Diário -> PPO: -62.8€ | Agregador: 26.5€

[Dia 024] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 72.0€ | Agregador: -26.9€

[Dia 025] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 93.4€ | Agregador: -31.6€

[Dia 026] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 46.6€ | Agregador: -24.5€

[Dia 027] Ação Encomenda -> PPO: 015 | Agregador (Elite): 080 || Lucro Diário -> PPO: -133.1€ | Agregador: -139.6€

[Dia 028] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 11.1€ | Agregador: 40.5€

[Dia 029] Ação Encomenda -> PPO: 003 | Agregador (Elite): 025 || Lucro Diário -> PPO: -119.3€ | Agregador: -59.3€

[Dia 030] Ação Encomenda -> PPO: 043 | Agregador (Elite): 095 || Lucro Diário -> PPO: -120.1€ | Agregador: -54.8€

[Dia 031] Ação Encomenda -> PPO: 007 | Agregador (Elite): 000 || Lucro Diário -> PPO: -55.4€ | Agregador: 42.6€

[Dia 032] Ação Encomenda -> PPO: 000 | Agregador (Elite): 013 || Lucro Diário -> PPO: 13.4€ | Agregador: -21.9€

[Dia 033] Ação Encomenda -> PPO: 011 | Agregador (Elite): 019 || Lucro Diário -> PPO: -135.5€ | Agregador: -51.3€

[Dia 034] Ação Encomenda -> PPO: 088 | Agregador (Elite): 000 || Lucro Diário -> PPO: -117.5€ | Agregador: 7.1€

[Dia 035] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 40.2€ | Agregador: -18.6€

[Dia 036] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 86.7€ | Agregador: -29.6€

[Dia 037] Ação Encomenda -> PPO: 027 | Agregador (Elite): 086 || Lucro Diário -> PPO: -114.2€ | Agregador: -131.9€

[Dia 038] Ação Encomenda -> PPO: 059 | Agregador (Elite): 051 || Lucro Diário -> PPO: -83.4€ | Agregador: -14.6€

[Dia 039] Ação Encomenda -> PPO: 000 | Agregador (Elite): 003 || Lucro Diário -> PPO: 90.0€ | Agregador: -11.1€

[Dia 040] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -22.9€ | Agregador: 22.5€

[Dia 041] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -20.9€ | Agregador: -20.9€

[Dia 042] Ação Encomenda -> PPO: 000 | Agregador (Elite): 096 || Lucro Diário -> PPO: -19.8€ | Agregador: -129.3€

[Dia 043] Ação Encomenda -> PPO: 000 | Agregador (Elite): 033 || Lucro Diário -> PPO: -18.6€ | Agregador: -63.4€

[Dia 044] Ação Encomenda -> PPO: 078 | Agregador (Elite): 031 || Lucro Diário -> PPO: -127.9€ | Agregador: -57.0€

[Dia 045] Ação Encomenda -> PPO: 006 | Agregador (Elite): 000 || Lucro Diário -> PPO: -66.5€ | Agregador: 33.2€

[Dia 046] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 60.7€ | Agregador: 60.0€

[Dia 047] Ação Encomenda -> PPO: 104 | Agregador (Elite): 000 || Lucro Diário -> PPO: -201.7€ | Agregador: 44.2€

[Dia 048] Ação Encomenda -> PPO: 020 | Agregador (Elite): 000 || Lucro Diário -> PPO: 7.2€ | Agregador: -35.6€

[Dia 049] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 77.0€ | Agregador: -29.6€

[Dia 050] Ação Encomenda -> PPO: 000 | Agregador (Elite): 007 || Lucro Diário -> PPO: -19.4€ | Agregador: -120.1€

[Dia 051] Ação Encomenda -> PPO: 000 | Agregador (Elite): 028 || Lucro Diário -> PPO: -14.2€ | Agregador: -103.2€

[Dia 052] Ação Encomenda -> PPO: 140 | Agregador (Elite): 000 || Lucro Diário -> PPO: -240.5€ | Agregador: 28.8€

[Dia 053] Ação Encomenda -> PPO: 002 | Agregador (Elite): 060 || Lucro Diário -> PPO: -42.6€ | Agregador: -129.3€

[Dia 054] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 86.6€ | Agregador: 88.3€

[Dia 055] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 60.0€ | Agregador: -24.9€

[Dia 056] Ação Encomenda -> PPO: 026 | Agregador (Elite): 000 || Lucro Diário -> PPO: -130.2€ | Agregador: -27.6€

[Dia 057] Ação Encomenda -> PPO: 056 | Agregador (Elite): 000 || Lucro Diário -> PPO: -74.2€ | Agregador: -15.8€

[Dia 058] Ação Encomenda -> PPO: 018 | Agregador (Elite): 000 || Lucro Diário -> PPO: -54.1€ | Agregador: -20.1€

[Dia 059] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 36.9€ | Agregador: -17.4€

[Dia 060] Ação Encomenda -> PPO: 000 | Agregador (Elite): 037 || Lucro Diário -> PPO: 21.7€ | Agregador: -131.3€

[Dia 061] Ação Encomenda -> PPO: 000 | Agregador (Elite): 004 || Lucro Diário -> PPO: -31.6€ | Agregador: -58.9€

[Dia 062] Ação Encomenda -> PPO: 069 | Agregador (Elite): 039 || Lucro Diário -> PPO: -155.1€ | Agregador: -144.2€

[Dia 063] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 104.2€ | Agregador: 43.1€

[Dia 064] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -11.9€ | Agregador: -17.8€

[Dia 065] Ação Encomenda -> PPO: 000 | Agregador (Elite): 058 || Lucro Diário -> PPO: -19.4€ | Agregador: -125.2€

[Dia 066] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -25.7€ | Agregador: 70.6€

[Dia 067] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -32.8€ | Agregador: -7.1€

[Dia 068] Ação Encomenda -> PPO: 000 | Agregador (Elite): 038 || Lucro Diário -> PPO: -24.9€ | Agregador: -128.7€

[Dia 069] Ação Encomenda -> PPO: 000 | Agregador (Elite): 041 || Lucro Diário -> PPO: -24.5€ | Agregador: -53.5€

[Dia 070] Ação Encomenda -> PPO: 083 | Agregador (Elite): 000 || Lucro Diário -> PPO: -126.5€ | Agregador: 40.5€

[Dia 071] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 24.2€ | Agregador: 15.0€

[Dia 072] Ação Encomenda -> PPO: 027 | Agregador (Elite): 000 || Lucro Diário -> PPO: -27.6€ | Agregador: -26.9€

[Dia 073] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 63.0€ | Agregador: -23.7€

[Dia 074] Ação Encomenda -> PPO: 000 | Agregador (Elite): 009 || Lucro Diário -> PPO: -22.5€ | Agregador: -133.3€

[Dia 075] Ação Encomenda -> PPO: 010 | Agregador (Elite): 000 || Lucro Diário -> PPO: -133.0€ | Agregador: -14.2€

[Dia 076] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -15.8€ | Agregador: -35.6€

[Dia 077] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -19.0€ | Agregador: -19.0€

[Dia 078] Ação Encomenda -> PPO: 026 | Agregador (Elite): 018 || Lucro Diário -> PPO: -123.1€ | Agregador: -122.3€

[Dia 079] Ação Encomenda -> PPO: 024 | Agregador (Elite): 000 || Lucro Diário -> PPO: -70.0€ | Agregador: 16.6€

[Dia 080] Ação Encomenda -> PPO: 023 | Agregador (Elite): 083 || Lucro Diário -> PPO: -78.6€ | Agregador: -132.0€

[Dia 081] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 17.8€ | Agregador: 77.7€

[Dia 082] Ação Encomenda -> PPO: 000 | Agregador (Elite): 071 || Lucro Diário -> PPO: -30.0€ | Agregador: -71.9€

[Dia 083] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -41.9€ | Agregador: 98.4€

[Dia 084] Ação Encomenda -> PPO: 013 | Agregador (Elite): 000 || Lucro Diário -> PPO: -117.5€ | Agregador: -16.2€

[Dia 085] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 1.2€ | Agregador: -24.5€

[Dia 086] Ação Encomenda -> PPO: 074 | Agregador (Elite): 000 || Lucro Diário -> PPO: -135.8€ | Agregador: -28.4€

[Dia 087] Ação Encomenda -> PPO: 000 | Agregador (Elite): 024 || Lucro Diário -> PPO: 79.7€ | Agregador: -130.4€

[Dia 088] Ação Encomenda -> PPO: 083 | Agregador (Elite): 000 || Lucro Diário -> PPO: -91.3€ | Agregador: 19.0€

[Dia 089] Ação Encomenda -> PPO: 000 | Agregador (Elite): 050 || Lucro Diário -> PPO: 61.5€ | Agregador: -128.7€

[Dia 090] Ação Encomenda -> PPO: 043 | Agregador (Elite): 000 || Lucro Diário -> PPO: -49.3€ | Agregador: 54.7€

[Dia 091] Ação Encomenda -> PPO: 028 | Agregador (Elite): 000 || Lucro Diário -> PPO: -88.6€ | Agregador: 15.6€

[Dia 092] Ação Encomenda -> PPO: 015 | Agregador (Elite): 000 || Lucro Diário -> PPO: -94.5€ | Agregador: -0.4€

[Dia 093] Ação Encomenda -> PPO: 000 | Agregador (Elite): 017 || Lucro Diário -> PPO: 79.5€ | Agregador: -129.7€

[Dia 094] Ação Encomenda -> PPO: 047 | Agregador (Elite): 000 || Lucro Diário -> PPO: -78.6€ | Agregador: 6.3€

[Dia 095] Ação Encomenda -> PPO: 009 | Agregador (Elite): 005 || Lucro Diário -> PPO: -38.5€ | Agregador: -130.9€

[Dia 096] Ação Encomenda -> PPO: 033 | Agregador (Elite): 021 || Lucro Diário -> PPO: -118.7€ | Agregador: -125.4€

[Dia 097] Ação Encomenda -> PPO: 000 | Agregador (Elite): 047 || Lucro Diário -> PPO: 33.2€ | Agregador: -95.2€

[Dia 098] Ação Encomenda -> PPO: 000 | Agregador (Elite): 061 || Lucro Diário -> PPO: -19.8€ | Agregador: -59.4€

[Dia 099] Ação Encomenda -> PPO: 000 | Agregador (Elite): 041 || Lucro Diário -> PPO: -29.2€ | Agregador: -19.7€

[Dia 100] Ação Encomenda -> PPO: 000 | Agregador (Elite): 012 || Lucro Diário -> PPO: -24.5€ | Agregador: -35.8€

[Dia 101] Ação Encomenda -> PPO: 004 | Agregador (Elite): 069 || Lucro Diário -> PPO: -123.7€ | Agregador: -61.1€

[Dia 102] Ação Encomenda -> PPO: 014 | Agregador (Elite): 030 || Lucro Diário -> PPO: -119.2€ | Agregador: -32.9€

[Dia 103] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -5.5€ | Agregador: 73.5€

[Dia 104] Ação Encomenda -> PPO: 000 | Agregador (Elite): 052 || Lucro Diário -> PPO: -41.9€ | Agregador: -147.1€

[Dia 105] Ação Encomenda -> PPO: 000 | Agregador (Elite): 034 || Lucro Diário -> PPO: -26.5€ | Agregador: -29.3€

[Dia 106] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -21.3€ | Agregador: 53.5€

[Dia 107] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -27.3€ | Agregador: -17.4€

[Dia 108] Ação Encomenda -> PPO: 055 | Agregador (Elite): 000 || Lucro Diário -> PPO: -134.3€ | Agregador: -28.8€

[Dia 109] Ação Encomenda -> PPO: 000 | Agregador (Elite): 047 || Lucro Diário -> PPO: 74.7€ | Agregador: -138.7€

[Dia 110] Ação Encomenda -> PPO: 000 | Agregador (Elite): 056 || Lucro Diário -> PPO: -41.5€ | Agregador: -54.2€

[Dia 111] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -34.8€ | Agregador: 75.8€

[Dia 112] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -23.7€ | Agregador: -23.7€

[Dia 113] Ação Encomenda -> PPO: 025 | Agregador (Elite): 000 || Lucro Diário -> PPO: -125.4€ | Agregador: -22.9€

[Dia 114] Ação Encomenda -> PPO: 047 | Agregador (Elite): 053 || Lucro Diário -> PPO: -81.4€ | Agregador: -131.4€

[Dia 115] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 61.2€ | Agregador: 73.1€

[Dia 116] Ação Encomenda -> PPO: 004 | Agregador (Elite): 058 || Lucro Diário -> PPO: -136.3€ | Agregador: -141.7€

[Dia 117] Ação Encomenda -> PPO: 039 | Agregador (Elite): 000 || Lucro Diário -> PPO: -139.5€ | Agregador: 71.1€

[Dia 118] Ação Encomenda -> PPO: 014 | Agregador (Elite): 000 || Lucro Diário -> PPO: -57.6€ | Agregador: -33.2€

[Dia 119] Ação Encomenda -> PPO: 041 | Agregador (Elite): 004 || Lucro Diário -> PPO: -100.9€ | Agregador: -124.9€

[Dia 120] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 54.9€ | Agregador: -18.2€

[Dia 121] Ação Encomenda -> PPO: 004 | Agregador (Elite): 037 || Lucro Diário -> PPO: -133.2€ | Agregador: -136.5€

[Dia 122] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -21.3€ | Agregador: 43.8€

[Dia 123] Ação Encomenda -> PPO: 000 | Agregador (Elite): 067 || Lucro Diário -> PPO: -26.9€ | Agregador: -133.6€

[Dia 124] Ação Encomenda -> PPO: 042 | Agregador (Elite): 000 || Lucro Diário -> PPO: -140.5€ | Agregador: 96.0€

[Dia 125] Ação Encomenda -> PPO: 000 | Agregador (Elite): 007 || Lucro Diário -> PPO: 35.9€ | Agregador: -147.7€

[Dia 126] Ação Encomenda -> PPO: 059 | Agregador (Elite): 000 || Lucro Diário -> PPO: -133.9€ | Agregador: -14.2€

[Dia 127] Ação Encomenda -> PPO: 048 | Agregador (Elite): 000 || Lucro Diário -> PPO: -19.7€ | Agregador: -29.2€

[Dia 128] Ação Encomenda -> PPO: 000 | Agregador (Elite): 021 || Lucro Diário -> PPO: 78.9€ | Agregador: -129.8€

[Dia 129] Ação Encomenda -> PPO: 000 | Agregador (Elite): 024 || Lucro Diário -> PPO: -21.3€ | Agregador: -88.2€

[Dia 130] Ação Encomenda -> PPO: 015 | Agregador (Elite): 081 || Lucro Diário -> PPO: -131.5€ | Agregador: -90.7€

[Dia 131] Ação Encomenda -> PPO: 013 | Agregador (Elite): 032 || Lucro Diário -> PPO: -118.3€ | Agregador: 10.2€

[Dia 132] Ação Encomenda -> PPO: 066 | Agregador (Elite): 000 || Lucro Diário -> PPO: -134.6€ | Agregador: 9.5€

[Dia 133] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 92.9€ | Agregador: -31.2€

[Dia 134] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -11.9€ | Agregador: -25.7€

[Dia 135] Ação Encomenda -> PPO: 000 | Agregador (Elite): 030 || Lucro Diário -> PPO: -19.4€ | Agregador: -122.4€

[Dia 136] Ação Encomenda -> PPO: 000 | Agregador (Elite): 073 || Lucro Diário -> PPO: -24.9€ | Agregador: -72.9€

[Dia 137] Ação Encomenda -> PPO: 030 | Agregador (Elite): 036 || Lucro Diário -> PPO: -133.0€ | Agregador: -15.8€

[Dia 138] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 22.1€ | Agregador: 67.5€

[Dia 139] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -38.7€ | Agregador: -38.7€

[Dia 140] Ação Encomenda -> PPO: 000 | Agregador (Elite): 006 || Lucro Diário -> PPO: -20.9€ | Agregador: -121.5€

[Dia 141] Ação Encomenda -> PPO: 000 | Agregador (Elite): 080 || Lucro Diário -> PPO: -24.5€ | Agregador: -120.6€

[Dia 142] Ação Encomenda -> PPO: 000 | Agregador (Elite): 002 || Lucro Diário -> PPO: -18.2€ | Agregador: -61.3€

[Dia 143] Ação Encomenda -> PPO: 026 | Agregador (Elite): 032 || Lucro Diário -> PPO: -131.0€ | Agregador: -21.2€

[Dia 144] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 27.6€ | Agregador: 47.4€

[Dia 145] Ação Encomenda -> PPO: 030 | Agregador (Elite): 000 || Lucro Diário -> PPO: -151.2€ | Agregador: -48.2€

[Dia 146] Ação Encomenda -> PPO: 000 | Agregador (Elite): 050 || Lucro Diário -> PPO: 24.1€ | Agregador: -140.2€

[Dia 147] Ação Encomenda -> PPO: 134 | Agregador (Elite): 025 || Lucro Diário -> PPO: -253.3€ | Agregador: -43.6€

[Dia 148] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 75.6€ | Agregador: 21.7€

[Dia 149] Ação Encomenda -> PPO: 070 | Agregador (Elite): 000 || Lucro Diário -> PPO: -52.0€ | Agregador: -22.1€

[Dia 150] Ação Encomenda -> PPO: 036 | Agregador (Elite): 046 || Lucro Diário -> PPO: -51.6€ | Agregador: -126.3€

[Dia 151] Ação Encomenda -> PPO: 000 | Agregador (Elite): 018 || Lucro Diário -> PPO: 71.4€ | Agregador: -37.4€

[Dia 152] Ação Encomenda -> PPO: 075 | Agregador (Elite): 031 || Lucro Diário -> PPO: -6.7€ | Agregador: -100.7€

[Dia 153] Ação Encomenda -> PPO: 020 | Agregador (Elite): 000 || Lucro Diário -> PPO: 6.5€ | Agregador: 26.1€

[Dia 154] Ação Encomenda -> PPO: 041 | Agregador (Elite): 000 || Lucro Diário -> PPO: -60.6€ | Agregador: -23.7€

[Dia 155] Ação Encomenda -> PPO: 095 | Agregador (Elite): 060 || Lucro Diário -> PPO: -54.6€ | Agregador: -132.1€

[Dia 156] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 52.9€ | Agregador: 54.3€

[Dia 157] Ação Encomenda -> PPO: 042 | Agregador (Elite): 009 || Lucro Diário -> PPO: -53.1€ | Agregador: -72.5€

[Dia 158] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 86.3€ | Agregador: -11.9€

[Dia 159] Ação Encomenda -> PPO: 043 | Agregador (Elite): 050 || Lucro Diário -> PPO: -113.4€ | Agregador: -141.7€

[Dia 160] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: 51.7€ | Agregador: 65.6€

[Dia 161] Ação Encomenda -> PPO: 000 | Agregador (Elite): 000 || Lucro Diário -> PPO: -25.3€ | Agregador: -25.3€

[Dia 162] Ação Encomenda -> PPO: 000 | Agregador (Elite): 010 || Lucro Diário -> PPO: -22.5€ | Agregador: -123.5€

